
When: 2025-11-03 12:56:11 Episode: 1 Map: 1
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-03 12:56:34	 1636	 -176	752	56	 200.74	 -1	-2 	0
2025-11-03 12:56:35	 1671	 -376	730	56	 146.25	 -7	3 	0
2025-11-03 12:56:36	 1706	 -531	777	56	 82.97	 -1	3 	0
2025-11-03 12:56:37	 1741	 -472	874	56	 46.05	 3	4 	0
2025-11-03 12:56:38	 1776	 -466	879	56	 298.83	 -1	0 	0
2025-11-03 12:56:39	 1819	 -503	712	56	 297.07	 0	-8 	0
2025-11-03 12:56:40	 1854	 -372	605	56	 31.99	 2	0 	0
2025-11-03 12:56:41	 1889	 -197	709	56	 31.99	 6	4 	0
2025-11-03 12:56:42	 1924	 -81	785	56	 86.48	 0	0 	0
2025-11-03 12:56:45	 1999	 -73	844	56	 86.48	 0	6 	0
2025-11-03 12:56:46	 2034	 -57	1105	32	 86.48	 0	8 	0
2025-11-03 12:56:47	 2069	 -86	1280	56	 111.09	 -4	5 	0
2025-11-03 12:56:48	 2104	 -86	1439	56	 33.75	 -4	-2 	0
2025-11-03 12:56:49	 2139	 -97	1380	56	 314.65	 3	-3 	0
2025-11-03 12:56:50	 2174	 -11	1244	48	 325.20	 2	-4 	0
2025-11-03 12:56:51	 2209	 147	1068	8	 275.98	 2	-4 	0
2025-11-03 12:56:52	 2244	 173	1028	8	 168.75	 0	-1 	0
2025-11-03 12:56:53	 2301	 139	1161	8	 79.10	 0	7 	0
2025-11-03 12:56:56	 2382	 168	1263	8	 188.09	 -4	-1 	0
2025-11-03 12:56:57	 2417	 -68	1230	48	 181.05	 -9	-1 	0
2025-11-03 12:56:58	 2452	 -308	1246	8	 121.29	 0	3 	0
2025-11-03 12:56:59	 2487	 -251	1263	16	 45.70	 3	0 	0
2025-11-03 12:57:00	 2522	 -83	1279	56	 79.10	 3	4 	0
2025-11-03 12:57:01	 2557	 -47	1472	56	 116.02	 0	1 	0
2025-11-03 12:57:02	 2592	 -112	1580	56	 54.49	 0	0 	0
2025-11-03 12:57:03	 2646	 -98	1590	56	 3.52	 4	0 	0
2025-11-03 12:57:04	 2681	 111	1603	56	 3.52	 2	0 	0
2025-11-03 12:57:05	 2716	 136	1604	56	 22.85	 0	0 	0
2025-11-03 12:57:07	 2772	 190	1774	56	 100.20	 0	7 	0
