
When: 2025-11-03 13:28:54 Episode: 1 Map: 4
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-03 13:28:59	 349	 -864	1648	0	 133.59	 -1	0 	0
2025-11-03 13:29:00	 384	 -896	1683	0	 121.29	 -1	0 	0
2025-11-03 13:29:01	 419	 -906	1707	0	 101.95	 -1	0 	0
2025-11-03 13:29:07	 647	 -924	1725	0	 110.74	 -1	0 	0
2025-11-03 13:29:08	 687	 -945	1711	0	 77.34	 -1	-5 	0
2025-11-03 13:29:09	 722	 -935	1638	0	 56.25	 2	2 	0
2025-11-03 13:29:10	 757	 -909	1661	0	 179.30	 0	0 	0
2025-11-03 13:29:18	 1025	 -931	1644	0	 274.22	 -1	5 	0
2025-11-03 13:29:19	 1060	 -934	1689	0	 274.22	 0	-6 	0
2025-11-03 13:29:21	 1114	 -920	1495	0	 279.49	 0	-8 	0
2025-11-03 13:29:22	 1149	 -916	1421	0	 272.46	 -1	-1 	0
2025-11-03 13:29:23	 1207	 -946	1482	0	 281.25	 -2	6 	0
2025-11-03 13:29:25	 1281	 -931	1401	0	 274.22	 0	-8 	0
2025-11-03 13:29:26	 1316	 -909	1125	0	 321.68	 2	-7 	0
2025-11-03 13:29:27	 1351	 -886	1062	0	 295.31	 0	-1 	0
2025-11-03 13:29:29	 1412	 -861	951	0	 270.70	 1	-8 	0
2025-11-03 13:29:30	 1447	 -855	777	32	 267.19	 -1	-2 	0
2025-11-03 13:29:31	 1482	 -859	705	48	 275.98	 -1	-2 	17
2025-11-03 13:29:32	 1517	 -831	614	48	 284.77	 0	-2 	17
2025-11-03 13:29:33	 1552	 -814	563	48	 284.77	 0	-1 	17
2025-11-03 13:29:34	 1587	 -798	551	48	 193.55	 0	-1 	17
2025-11-03 13:29:42	 1809	 -864	1633	0	 273.08	 0	-1 	0
2025-11-03 13:29:43	 1874	 -886	1644	0	 146.51	 -3	1 	0
2025-11-03 13:29:44	 1909	 -920	1665	0	 260.77	 -1	0 	0
2025-11-03 13:29:46	 1950	 -911	1616	0	 264.29	 0	0 	0
