
When: 2025-11-03 11:06:35 Episode: 1 Map: 2
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-03 11:06:38	 302	 1197	584	-40	 72.77	 0	0 	0
2025-11-03 11:06:39	 337	 1197	703	-8	 90.35	 -2	6 	0
2025-11-03 11:06:40	 372	 1185	782	8	 0.70	 1	0 	0
2025-11-03 11:06:41	 407	 1583	739	8	 315.00	 1	-3 	0
2025-11-03 11:06:42	 442	 1520	339	8	 228.87	 -6	-15 	0
2025-11-03 11:06:43	 477	 1397	213	-40	 81.21	 0	1 	0
2025-11-03 11:06:44	 512	 1421	374	-40	 90.00	 0	7 	0
2025-11-03 11:06:45	 547	 1392	563	-40	 137.46	 -1	3 	0
2025-11-03 11:06:46	 582	 1234	648	-40	 186.68	 -8	-1 	0
2025-11-03 11:06:47	 617	 1042	735	0	 63.63	 1	4 	0
2025-11-03 11:06:48	 652	 1155	950	8	 90.00	 1	7 	0
2025-11-03 11:06:49	 687	 1219	1127	-24	 7.38	 4	0 	0
2025-11-03 11:06:50	 722	 1450	1046	-24	 328.71	 7	-5 	0
2025-11-03 11:06:51	 757	 1552	1128	-24	 42.54	 3	3 	0
2025-11-03 11:06:52	 792	 1580	1307	-24	 91.76	 -1	7 	0
2025-11-03 11:06:53	 827	 1536	1588	-24	 104.06	 -2	8 	0
2025-11-03 11:06:54	 862	 1386	1818	-24	 153.28	 -7	4 	0
2025-11-03 11:06:55	 897	 1279	1844	-24	 191.95	 -6	-2 	0
2025-11-03 11:06:56	 932	 1034	1850	-24	 109.34	 -6	4 	0
2025-11-03 11:06:57	 967	 965	2023	0	 167.34	 -4	0 	13
2025-11-03 11:06:58	 1002	 849	1941	0	 290.39	 0	-7 	13
2025-11-03 11:06:59	 1037	 969	1760	-24	 279.84	 1	-1 	0
2025-11-03 11:07:00	 1072	 967	1760	-24	 316.76	 2	-1 	0
2025-11-03 11:07:01	 1107	 1138	1681	2	 264.02	 4	-6 	0
2025-11-03 11:07:02	 1142	 1138	1640	0	 220.08	 -4	-1 	0
2025-11-03 11:07:03	 1177	 983	1631	0	 220.08	 -8	-4 	0
2025-11-03 11:07:04	 1212	 879	1480	40	 348.40	 4	-1 	0
2025-11-03 11:07:05	 1247	 1117	1534	40	 7.73	 7	1 	0
2025-11-03 11:07:06	 1282	 1263	1651	38	 72.77	 0	5 	0
2025-11-03 11:07:07	 1317	 1282	1855	-24	 7.73	 1	0 	0
2025-11-03 11:07:08	 1352	 1473	1840	-24	 302.70	 1	-3 	0
2025-11-03 11:07:09	 1387	 1518	1603	-24	 274.57	 1	-12 	0
2025-11-03 11:07:10	 1422	 1646	1289	-16	 4.22	 5	0 	0
2025-11-03 11:07:11	 1457	 1783	1240	-40	 260.51	 -1	-6 	0
2025-11-03 11:07:12	 1492	 1688	1187	-40	 227.11	 -1	-3 	0
2025-11-03 11:07:13	 1527	 1656	1003	-40	 278.09	 0	-5 	0
2025-11-03 11:07:14	 1562	 1656	955	-40	 41.13	 0	-1 	0
2025-11-03 11:07:15	 1597	 1699	1135	-40	 102.66	 -1	7 	0
2025-11-03 11:07:16	 1632	 1625	1340	-16	 174.73	 -7	3 	0
2025-11-03 11:07:17	 1667	 1437	1288	-24	 287.23	 0	-1 	0
2025-11-03 11:07:18	 1702	 1536	1274	-24	 297.77	 2	-1 	0
2025-11-03 11:07:19	 1737	 1512	1198	-24	 218.67	 -5	-6 	0
2025-11-03 11:07:20	 1772	 1280	1055	-24	 204.61	 -8	-4 	0
